Species,Longitude,Latitude
Ocy_chr,-65.30474854,18.15141678
Ocy_chr,-63.5833333,17.5
Ocy_chr,-40.51670074,-2.383300066
Ocy_chr,-76.55738,24.326621
Ocy_chr,-79.018828,26.741842
Ocy_chr,-72.14395142,21.3880825
Ocy_chr,-72.11526489,21.90634918
Ocy_chr,-54.07,6.83
Ocy_chr,-71.10916901,21.53700066
Ocy_chr,-66.086717,18.465729
Ocy_chr,-61.666667,17.083333
Ocy_chr,-68.221331,12.109199
Ocy_chr,-37.7667,-4.4333
Ocy_chr,-64.23149872,18.66608238
Ocy_chr,-68.554196,18.79278
Ocy_chr,-38.483333,-3.716667
Ocy_chr,-34.905,-8.5167
Ocy_chr,-44.25,-0.866666675
Ocy_chr,-76.1064,23.7521
Ocy_chr,-70.81846619,21.0228157
Ocy_chr,-70.517885,19.754833
Ocy_chr,-77.3769989,23.69650078
Ocy_chr,-34.674593,-8.104079
Ocy_chr,-77.62917328,24.25315094
Ocy_chr,-35.7833,-9.6
Ocy_chr,-80.3117666,25.0784167
Ocy_chr,-69.022504,12.161933
Ocy_chr,-78.08583069,25.31316566
Ocy_chr,-80.8413,24.71795
Ocy_chr,-77.85733032,24.84383011
Ocy_chr,-33.80331,-3.875019
Ocy_chr,-75.960667,24.585003
Ocy_chr,-76.14490166,25.0088916
Ocy_chr,-67.945,10.486
Ocy_chr,-94.13179779,18.21105766
Ocy_chr,-80.0657,26.3017
Ocy_chr,-90.57917023,19.85138893
Ocy_chr,-68.252,10.928
Ocy_chr,-81.6053167,24.4925
Ocy_chr,-66.89523315,11.88113308
Ocy_chr,-82.168,24.526
Ocy_chr,-77.9317,25.8215
Ocy_chr,-77.270658,25.07517
Ocy_chr,-76.930724,24.703471
Ocy_chr,-74.5,11.19999981
Ocy_chr,-88.93846893,23.25479317
Ocy_chr,-69.970932,12.464172
Ocy_chr,-82.6666667,24.4315
Ocy_chr,-76.637642,25.498674
Ocy_chr,-80.0058,26.7932
Ocy_chr,-38.75,-15.3333
Ocy_chr,-91.2333,20.0933
Ocy_chr,-91.5716667,21.5866667
Ocy_chr,-77.03849792,26.63716698
Ocy_chr,-76.94950104,26.05983353
Ocy_chr,-92.58334,22.16667
Ocy_chr,-38.3333,-16.1667
Ocy_chr,-83.2833,24.3833
Ocy_chr,-89.75318,22.5866
Ocy_chr,-91.0002747,21.0022221
Ocy_chr,-93.84389496,18.6886692
Ocy_chr,-38.2478,-17.6465
Ocy_chr,-96,26
Ocy_chr,-73.44999695,11.5
Ocy_chr,-90.95,21.5766667
Ocy_chr,-87,22
Ocy_chr,-37.8333,-18.5833
Ocy_chr,-88.34420776,22.3022728
Ocy_chr,-39.272778,-17.996111
Ocy_chr,-72.66999817,11.80000019
Ocy_chr,-38.75,-18.3333
Ocy_chr,-94.340343,19.999675
Ocy_chr,-39.085,-16.886389
Ocy_chr,-74.05391667,11.33708333
Ocy_chr,-38.971111,-17.426111
Ocy_chr,-66.18254,10.6192
Ocy_chr,-38.3333,-18.8333
Ocy_chr,-82.379167,26.216833
Ocy_chr,-90.293376,21.442888
Ocy_chr,-64.419971,10.28805
Ocy_chr,-82.5419467,25.11278
Ocy_chr,-96.133569,19.208488
Ocy_chr,-89.666667,21.283333
Ocy_chr,-87.88371277,21.57045364
Ocy_chr,-71.87999725,12.39999962
Ocy_chr,-97.3333359,23.6519451
Ocy_chr,-93.81667,27.875
Ocy_chr,-83.55693,26.02987
Ocy_chr,-80.4666667,29.9333333
Ocy_chr,-97.63271332,22.33607483
Ocy_chr,-84.19126892,26.96666908
Ocy_chr,-81.4188333,25.1823889
Ocy_chr,-80.41000366,29.30999947
Ocy_chr,-81.9212778,25.6608889
Ocy_chr,-96.1333,27.3667
Ocy_chr,-85.8569,29.9905
Ocy_chr,-81.2750033,25.7777733
Ocy_chr,-82.265,26.83194
Ocy_chr,-92.04501343,28.13690186
Ocy_chr,-82.69072723,27.47027588
Ocy_chr,-83.20791626,27.30173683
Ocy_chr,-75.75,34.56667
Ocy_chr,-80.42834,27.82167
Ocy_chr,-96.60042572,27.12928772
Ocy_chr,-76.825,33.7
Ocy_chr,-97.369133,27.37338638
Ocy_chr,-94.6333367,28.7416667
Ocy_chr,-64.91678,32.291063
Ocy_chr,-88.56167,29.44722
Ocy_chr,-84.3,28.4166667
Ocy_chr,-86.55963898,30.41911125
Ocy_chr,-86.87680817,29.92892647
Ocy_chr,-79.785,31.6023
Ocy_chr,-96.92,26.6
Ocy_chr,-92.61405182,29.01935005
Ocy_chr,-44.541,-23.268
Ocy_chr,-93.08989716,29.74850845
Ocy_chr,-95.35944,28.95389
Ocy_chr,-87.69999695,30.08333397
Ocy_chr,-88.19625,30.248254
Ocy_chr,-83.037279,29.144196
Ocy_chr,-40.4975,-20.666944
Ocy_chr,-43.231148,-23.078035
Ocy_chr,-89.11167,29.8805533
Ocy_chr,-80.8450067,28.6383367
Ocy_chr,-77.3552,34.346
Ocy_chr,-76.752499,34.721225
Ocy_chr,-74.42024,39.358994
Ocy_chr,-74.90639,38.935
Ocy_chr,-70.48000336,41.34999847
